pair,weekday,session,quarter,data_present,surrogate_trial_count,status
EUR_GBP,wednesday,ASIA,Q1,True,0,DATA_ONLY
EUR_GBP,wednesday,ASIA,Q2,True,0,DATA_ONLY
EUR_GBP,wednesday,ASIA,Q3,True,0,DATA_ONLY
EUR_GBP,wednesday,ASIA,Q4,True,12,PARTIAL_SURROGATE
EUR_GBP,wednesday,LONDON,Q1,True,0,DATA_ONLY
EUR_GBP,wednesday,LONDON,Q2,True,0,DATA_ONLY
EUR_GBP,wednesday,LONDON,Q3,True,0,DATA_ONLY
EUR_GBP,wednesday,LONDON,Q4,True,0,DATA_ONLY
EUR_GBP,wednesday,NY,Q1,True,0,DATA_ONLY
EUR_GBP,wednesday,NY,Q2,True,12,PARTIAL_SURROGATE
EUR_GBP,wednesday,NY,Q3,True,0,DATA_ONLY
EUR_GBP,wednesday,NY,Q4,True,0,DATA_ONLY
EUR_GBP,thursday,ASIA,Q1,True,0,DATA_ONLY
EUR_GBP,thursday,ASIA,Q2,True,0,DATA_ONLY
EUR_GBP,thursday,ASIA,Q3,True,0,DATA_ONLY
EUR_GBP,thursday,ASIA,Q4,True,12,PARTIAL_SURROGATE
EUR_GBP,thursday,LONDON,Q1,True,0,DATA_ONLY
EUR_GBP,thursday,LONDON,Q2,True,0,DATA_ONLY
EUR_GBP,thursday,LONDON,Q3,True,0,DATA_ONLY
EUR_GBP,thursday,LONDON,Q4,True,0,DATA_ONLY
EUR_GBP,thursday,NY,Q1,True,0,DATA_ONLY
EUR_GBP,thursday,NY,Q2,True,12,PARTIAL_SURROGATE
EUR_GBP,thursday,NY,Q3,True,0,DATA_ONLY
EUR_GBP,thursday,NY,Q4,True,0,DATA_ONLY
EUR_GBP,friday,ASIA,Q1,True,0,DATA_ONLY
EUR_GBP,friday,ASIA,Q2,True,0,DATA_ONLY
EUR_GBP,friday,ASIA,Q3,True,0,DATA_ONLY
EUR_GBP,friday,ASIA,Q4,True,12,PARTIAL_SURROGATE
EUR_GBP,friday,LONDON,Q1,True,0,DATA_ONLY
EUR_GBP,friday,LONDON,Q2,True,0,DATA_ONLY
EUR_GBP,friday,LONDON,Q3,True,0,DATA_ONLY
EUR_GBP,friday,LONDON,Q4,True,0,DATA_ONLY
EUR_GBP,friday,NY,Q1,True,0,DATA_ONLY
EUR_GBP,friday,NY,Q2,True,12,PARTIAL_SURROGATE
EUR_GBP,friday,NY,Q3,True,0,DATA_ONLY
EUR_GBP,friday,NY,Q4,True,0,DATA_ONLY
EUR_JPY,monday,ASIA,Q1,True,0,DATA_ONLY
EUR_JPY,monday,ASIA,Q2,True,0,DATA_ONLY
EUR_JPY,monday,ASIA,Q3,True,12,PARTIAL_SURROGATE
EUR_JPY,monday,ASIA,Q4,True,0,DATA_ONLY
EUR_JPY,monday,LONDON,Q1,True,0,DATA_ONLY
EUR_JPY,monday,LONDON,Q2,True,8,PARTIAL_SURROGATE
EUR_JPY,monday,LONDON,Q3,True,8,PARTIAL_SURROGATE
EUR_JPY,monday,LONDON,Q4,True,0,DATA_ONLY
EUR_JPY,monday,NY,Q1,True,0,DATA_ONLY
EUR_JPY,monday,NY,Q2,True,0,DATA_ONLY
EUR_JPY,monday,NY,Q3,True,12,PARTIAL_SURROGATE
EUR_JPY,monday,NY,Q4,True,0,DATA_ONLY
EUR_JPY,tuesday,ASIA,Q1,True,0,DATA_ONLY
EUR_JPY,tuesday,ASIA,Q2,True,0,DATA_ONLY
EUR_JPY,tuesday,ASIA,Q3,True,12,PARTIAL_SURROGATE
EUR_JPY,tuesday,ASIA,Q4,True,0,DATA_ONLY
EUR_JPY,tuesday,LONDON,Q1,True,0,DATA_ONLY
EUR_JPY,tuesday,LONDON,Q2,True,8,PARTIAL_SURROGATE
EUR_JPY,tuesday,LONDON,Q3,True,8,PARTIAL_SURROGATE
EUR_JPY,tuesday,LONDON,Q4,True,0,DATA_ONLY
